pid,nameZh,nameJp,nameEn,type,category,power,accuracy,PP,description
422,雷電牙,かみなりのキバ,Thunder Fang,電,物理,65,95,15,用蓄滿電流的牙齒咬住對手。有時會讓對手畏縮或陷入麻痺狀態。
423,冰凍牙,こおりのキバ,Ice Fang,冰,物理,65,95,15,用帶有寒氣的牙齒咬住對手。有時會讓對手畏縮或陷入冰凍狀態。
424,火焰牙,ほのおのキバ,Fire Fang,火,物理,65,95,15,用纏繞火焰的牙齒咬住對手。有時會讓對手畏縮或陷入灼傷狀態。
425,影子偷襲,かげうち,Shadow Sneak,幽靈,物理,40,100,30,伸長自己的影子，從對手的背後進行攻擊。必定能夠發動先制攻擊。
426,泥巴炸彈,どろばくだん,Mud Bomb,地面,特殊,-999,-999,-999,向對手發射堅硬的泥彈進行攻擊。有時會降低對手的命中率。
427,精神利刃,サイコカッター,Psycho Cut,超能力,物理,70,100,20,用實體化的精神利刃斬向對手。容易擊中要害。
428,意念頭錘,しねんのずつき,Zen Headbutt,超能力,物理,80,90,15,將意念的力量集中在前額進行攻擊。有時會讓對手畏縮。
429,鏡光射擊,ミラーショット,Mirror Shot,鋼,特殊,-999,-999,-999,用磨得亮晶晶的身體向對手放出閃光之力進行攻擊。有時會降低對手的命中率。
430,加農光炮,ラスターカノン,Flash Cannon,鋼,特殊,80,100,10,將身體的光芒聚集在一個點後釋放出去。有時會降低對手的特防。
431,攀岩,ロッククライム,Rock Climb,一般,物理,-999,-999,-999,用盡全力撲向對手進行攻擊。有時會使對手混亂。
432,清除濃霧,きりばらい,Defog,飛行,變化,0,0,15,用強風吹開對手的反射壁或光牆等。也會降低對手的閃避率。
433,戲法空間,トリックルーム,Trick Room,超能力,變化,0,0,5,創造出非常不可思議的空間。在５回合內，速度慢的寶可夢可以先行動。
434,流星群,りゅうせいぐん,Draco Meteor,龍,特殊,130,90,5,讓隕石從空中落下以攻擊對手。使用後因為反作用力，自己的特攻會大幅降低。
435,放電,ほうでん,Discharge,電,特殊,80,100,15,用耀眼的電流攻擊自己周圍所有的寶可夢。有時會讓對手陷入麻痺狀態。
436,噴煙,ふんえん,Lava Plume,火,特殊,80,100,15,用熊熊烈火攻擊自己周圍所有的寶可夢。有時會讓對手陷入灼傷狀態。
437,飛葉風暴,リーフストーム,Leaf Storm,草,特殊,130,90,5,用尖銳的葉子捲起風暴向對手進行攻擊。使用後因為反作用力，自己的特攻會大幅降低。
438,強力鞭打,パワーウィップ,Power Whip,草,物理,120,85,10,激烈地揮舞藤蔓或觸手向對手進行攻擊。
439,岩石炮,がんせきほう,Rock Wrecker,岩石,物理,150,90,5,向對手發射巨大的岩石進行攻擊。下一回合自己將無法動彈。
440,十字毒刃,クロスポイズン,Cross Poison,毒,物理,70,100,20,用毒刃劈開對手。有時會讓對手陷入中毒狀態，也容易擊中要害。
441,垃圾射擊,ダストシュート,Gunk Shot,毒,物理,120,80,5,將骯髒的垃圾丟向對手進行攻擊。有時會讓對手陷入中毒狀態。
442,鐵頭,アイアンヘッド,Iron Head,鋼,物理,80,100,15,用如同鋼鐵般堅硬的頭部進行攻擊。有時會讓對手畏縮。
443,磁鐵炸彈,マグネットボム,Magnet Bomb,鋼,物理,-999,-999,-999,發射能吸住對手的鋼鐵炸彈。攻擊必定會命中。
444,尖石攻擊,ストーンエッジ,Stone Edge,岩石,物理,100,80,5,用尖銳的岩石刺進對手進行攻擊。容易擊中要害。
445,誘惑,ゆうわく,Captivate,一般,變化,-999,-999,-999,♂誘惑♀而♀誘惑♂，大幅降低對手的特攻。
446,隱形岩,ステルスロック,Stealth Rock,岩石,變化,0,0,20,在對手周圍撒下無數飄浮的岩石，讓對手替換出場的寶可夢受到傷害。
447,打草結,くさむすび,Grass Knot,草,特殊,-1,100,20,用打結的草絆倒對手。對手越重，威力越大。
448,喋喋不休,おしゃべり,Chatter,飛行,特殊,65,100,20,用非常煩人且喋喋不休的音波攻擊對手。使對手混亂。
449,制裁光礫,さばきのつぶて,Judgment,一般,特殊,100,100,10,向對手放出無數的光彈。招式的屬性會隨著自己攜帶的石板不同而改變。
450,蟲咬,むしくい,Bug Bite,蟲,物理,60,100,20,叮咬對手進行攻擊。可以吃下對手攜帶的樹果，並獲得樹果的效果。
451,充電光束,チャージビーム,Charge Beam,電,特殊,50,90,10,向對手發射電擊光束。有時會因電流蓄積，提高自己的特攻。
452,木槌,ウッドハンマー,Wood Hammer,草,物理,120,100,15,用堅硬的軀體撞擊對手進行攻擊。自己也會受到不小的傷害。
453,水流噴射,アクアジェット,Aqua Jet,水,物理,40,100,20,以迅雷不及掩耳之勢衝撞對手。必定能夠發動先制攻擊。
454,攻擊指令,こうげきしれい,Attack Order,蟲,物理,90,100,15,呼喚手下，向對手發動攻擊。容易擊中要害。
455,防禦指令,ぼうぎょしれい,Defend Order,蟲,變化,0,0,10,呼喚手下，覆蓋住自己的身體。可提高自己的防禦和特防。
456,回復指令,かいふくしれい,Heal Order,蟲,變化,-999,-999,-999,呼喚手下，治療自己的傷勢。回復自己最大ＨＰ的一半。
457,雙刃頭錘,もろはのずつき,Head Smash,岩石,物理,150,80,5,使出渾身力量，捨身向對手進行頭錘攻擊。自己也會受到非常大的傷害。
458,二連擊,ダブルアタック,Double Hit,一般,物理,35,90,10,用尾巴等向對手進行攻擊。連續２次給予傷害。
459,時光咆哮,ときのほうこう,Roar of Time,龍,特殊,150,90,5,釋放出足以扭曲時間的強大力量攻擊對手。下一回合自己將無法動彈。
460,亞空裂斬,あくうせつだん,Spacial Rend,龍,特殊,100,95,5,將對手連同周圍的空間一起切開，給予對手傷害。容易擊中要害。
461,新月舞,みかづきのまい,Lunar Dance,超能力,變化,0,0,10,雖然自己會陷入瀕死，但可以讓接替上場的寶可夢回復到萬全狀態。
462,捏碎,にぎりつぶす,Crush Grip,一般,物理,-1,100,5,用驚人的力量捏碎對手。對手現有的ＨＰ越多，招式的威力越大。
463,熔岩風暴,マグマストーム,Magma Storm,火,特殊,100,75,5,將對手困在熊熊燃燒的火焰中，在４～５回合內進行攻擊。
464,暗黑洞,ダークホール,Dark Void,惡,變化,0,50,10,將對手強制拉進黑暗的世界，讓對手陷入睡眠狀態。
465,種子閃光,シードフレア,Seed Flare,草,特殊,120,85,5,從身體裡發出衝擊波攻擊對手。有時會大幅降低對手的特防。
466,奇異之風,あやしいかぜ,Ominous Wind,幽靈,特殊,-999,-999,-999,用令人毛骨悚然的強風攻擊對手。有時會提高自己的所有能力。
467,暗影潛襲,シャドーダイブ,Shadow Force,幽靈,物理,120,100,5,使用後的第１回合消失身影，並於第２回合攻擊對手。處於守護的對手也能擊中。
468,磨爪,つめとぎ,Hone Claws,惡,變化,0,0,15,將爪子磨得更加鋒利。可提高自己的攻擊和命中率。
469,廣域防守,ワイドガード,Wide Guard,岩石,變化,0,0,10,在１回合內，防禦住攻擊我方全體的攻擊招式。
470,防守平分,ガードシェア,Guard Split,超能力,變化,0,0,10,用超能力將自己和對手的防禦和特防各別相加後，再進行平分。
471,力量平分,パワーシェア,Power Split,超能力,變化,0,0,10,用超能力將自己和對手的攻擊和特攻各別相加後，再進行平分。
472,奇妙空間,ワンダールーム,Wonder Room,超能力,變化,0,0,10,創造出非常不可思議的空間。在５回合內，讓所有寶可夢的防禦和特防互相交換。
473,精神衝擊,サイコショック,Psyshock,超能力,特殊,80,100,10,將神奇的念力波實體化後攻擊對手。給予對手物理傷害。
474,毒液衝擊,ベノムショック,Venoshock,毒,特殊,65,100,10,將特殊的毒液潑向對手。攻擊陷入中毒狀態的對手時，威力會變成２倍。
475,身體輕量化,ボディパージ,Autotomize,鋼,變化,-999,-999,-999,削去身體上多餘的部分。以大幅提高自己的速度，同時體重也會變輕。
476,憤怒粉,いかりのこな,Rage Powder,蟲,變化,0,0,20,將令人煩躁的粉末撒在自己身上，吸引對手的注意。進而將對手的攻擊全部轉移到自己身上。
477,意念移物,テレキネシス,Telekinesis,超能力,變化,-999,-999,-999,用超能力使對手浮起來。在３回合內攻擊會變得容易命中對手。
478,魔法空間,マジックルーム,Magic Room,超能力,變化,0,0,10,創造出非常不可思議的空間。在５回合內，所有寶可夢攜帶的道具都會失去效果。
479,擊落,うちおとす,Smack Down,岩石,物理,50,100,15,向空中的對手投擲石頭或炮彈等物體進行攻擊。對手會被擊落，掉到地面。
480,山嵐摔,やまあらし,Storm Throw,格鬥,物理,60,100,10,向對手發動強烈的一擊。一定會擊中要害。
481,烈焰濺射,はじけるほのお,Flame Burst,火,特殊,-999,-999,-999,用命中後會爆裂開來的火焰攻擊對手。爆裂後的火焰也會波及到對手身旁的同伴。
482,污泥波,ヘドロウェーブ,Sludge Wave,毒,特殊,95,100,10,用污泥波攻擊自己周圍所有的寶可夢。有時會讓對手陷入中毒狀態。
483,蝶舞,ちょうのまい,Quiver Dance,蟲,變化,0,0,20,輕巧地跳起神秘又美麗的舞蹈。提高自己的特攻、特防和速度。
484,重磅衝撞,ヘビーボンバー,Heavy Slam,鋼,物理,-1,100,10,用沉重的身體衝撞對手進行攻擊。體重比對手重越多，威力越大。
485,同步干擾,シンクロノイズ,Synchronoise,超能力,特殊,-999,-999,-999,用神奇的電波，攻擊周圍所有和自己相同屬性的寶可夢。
486,電球,エレキボール,Electro Ball,電,特殊,-1,100,10,用電球攻擊對手。速度比對手快越多，威力越大。
487,浸水,みずびたし,Soak,水,變化,0,100,20,朝對手灑下大量的水，讓對手變成水屬性。
488,蓄能焰襲,ニトロチャージ,Flame Charge,火,物理,50,100,20,讓火焰圍繞全身後攻擊對手。同時蓄積力量來提高自己的速度。
489,盤蜷,とぐろをまく,Coil,毒,變化,0,0,20,盤蜷身體集中精神。可提高自己的攻擊、防禦和命中率。
490,下盤踢,ローキック,Low Sweep,格鬥,物理,65,100,20,瞄準對手的腳，以敏捷的動作進行攻擊。可降低對手的速度。
491,酸液炸彈,アシッドボム,Acid Spray,毒,特殊,40,100,20,噴出能溶化對手的液體進行攻擊。可大幅降低對手的特防。
492,欺詐,イカサマ,Foul Play,惡,物理,95,100,15,利用對手的力量進行攻擊。對手的攻擊越高，給予對手的傷害越大。
493,單純光束,シンプルビーム,Simple Beam,一般,變化,0,100,15,向對手發射謎樣的念力波。接收了念力波的對手，特性會變成單純。
494,找夥伴,なかまづくり,Entrainment,一般,變化,0,100,15,用神奇的節奏跳舞。讓對手模仿自己的動作，變成和自己一樣的特性。
495,您先請,おさきにどうぞ,After You,一般,變化,0,0,15,支援對手，讓對手緊接在自己之後行動。
496,輪唱,りんしょう,Round,一般,特殊,60,100,15,用歌聲攻擊對手。大家一起輪唱便可以接連使出，威力也會提高。
497,回聲,エコーボイス,Echoed Voice,一般,特殊,40,100,15,用回聲攻擊對手。每回合有寶可夢持續使用回聲時，招式的威力會提高。
498,逐步擊破,なしくずし,Chip Away,一般,物理,-999,-999,-999,看準時機，確實地攻擊對手。可不顧對手的能力變化給予傷害。
499,清除之煙,クリアスモッグ,Clear Smog,毒,特殊,50,0,15,向對手投擲特殊的泥塊進行攻擊。能讓對手的能力變化回復到初始狀態。
500,輔助力量,アシストパワー,Stored Power,超能力,特殊,20,100,10,用蓄積的力量攻擊對手。自己的能力提高越多，招式的威力越大。
501,快速防守,ファストガード,Quick Guard,格鬥,變化,0,0,15,保護自己和同伴，防禦來自對手的先制攻擊。
502,交換場地,サイドチェンジ,Ally Switch,超能力,變化,0,0,15,用神奇的力量瞬間移動，讓自己和同伴的所在位置互換。
503,熱水,ねっとう,Scald,水,特殊,80,100,15,向對手噴射滾燙的熱水進行攻擊。有時會讓對手陷入灼傷狀態。
504,破殼,からをやぶる,Shell Smash,一般,變化,0,0,15,破殼而出。自己的防禦和特防會降低，但能大幅提高攻擊、特攻和速度。
505,治癒波動,いやしのはどう,Heal Pulse,超能力,變化,0,0,10,釋放出治癒波動，讓對手回復最大ＨＰ的一半。
506,禍不單行,たたりめ,Hex,幽靈,特殊,65,100,10,接二連三地向對手進行攻擊。攻擊陷入異常狀態的對手時，能給予較大的傷害。
507,自由落體,フリーフォール,Sky Drop,飛行,物理,-999,-999,-999,使用後的第１回合將對手帶到空中，並於第２回合摔下對手進行攻擊。被帶到空中的對手將無法行動。
508,換檔,ギアチェンジ,Shift Gear,鋼,變化,0,0,10,轉動齒輪，提高自己的攻擊，同時大幅提高自己的速度。
509,巴投,ともえなげ,Circle Throw,格鬥,物理,60,90,10,摔飛對手，強制讓後備寶可夢上場。對手為野生寶可夢時，戰鬥將直接結束。
510,燒盡,やきつくす,Incinerate,火,特殊,60,100,15,用火焰攻擊對手。能夠燒掉對手攜帶的樹果等道具，讓對手無法使用。
511,延後,さきおくり,Quash,惡,變化,0,100,15,壓制對手，讓對手在回合的最後才能行動。
512,雜技,アクロバット,Acrobatics,飛行,物理,55,100,15,輕巧地攻擊對手。自己沒有攜帶道具時，能給予對手較大的傷害。
513,鏡面屬性,ミラータイプ,Reflect Type,一般,變化,0,0,15,在自己身上反映出對手的屬性，讓自己也變成相同的屬性。
514,報仇,かたきうち,Retaliate,一般,物理,70,100,5,為倒下的同伴報仇。前一回合有同伴被打倒時，招式的威力會提高。
515,搏命,いのちがけ,Final Gambit,格鬥,特殊,-1,100,5,捨身攻擊對手。雖然自己會陷入瀕死，但能夠給予對手和自己現有ＨＰ相同的傷害。
516,傳遞禮物,ギフトパス,Bestow,一般,變化,-999,-999,-999,當對手沒有攜帶道具時，能夠將自己攜帶的道具交給對手。
517,煉獄,れんごく,Inferno,火,特殊,100,50,5,用猛烈的火焰包圍對手進行攻擊。能讓對手陷入灼傷狀態。
518,水之誓約,みずのちかい,Water Pledge,水,特殊,80,100,10,用水柱進行攻擊。和火之誓約同時使用時，威力會提高，天空會出現彩虹。
519,火之誓約,ほのおのちかい,Fire Pledge,火,特殊,80,100,10,用火柱進行攻擊。和草之誓約同時使用時，威力會提高，周圍會變成火海。
520,草之誓約,くさのちかい,Grass Pledge,草,特殊,80,100,10,用草柱進行攻擊。和水之誓約同時使用時，威力會提高，周圍會變成濕地。
521,伏特替換,ボルトチェンジ,Volt Switch,電,特殊,70,100,20,攻擊後迅速返回，和後備寶可夢進行替換。
522,蟲之抵抗,むしのていこう,Struggle Bug,蟲,特殊,50,100,20,抵抗對手進行攻擊。可降低對手的特攻。
523,重踏,じならし,Bulldoze,地面,物理,60,100,20,用力踩踏地面，攻擊自己周圍所有的寶可夢。可降低對手的速度。
524,冰息,こおりのいぶき,Frost Breath,冰,特殊,60,90,10,將冰冷的氣息吹向對手進行攻擊。必定會擊中要害。
525,龍尾,ドラゴンテール,Dragon Tail,龍,物理,60,90,10,彈飛對手，強制讓後備寶可夢上場。對手為野生寶可夢時，戰鬥將直接結束。
526,自我激勵,ふるいたてる,Work Up,一般,變化,0,0,30,激勵自己，提高自己的攻擊和特攻。
527,電網,エレキネット,Electroweb,電,特殊,55,95,15,用電網捉住對手進行攻擊。可降低對手的速度。
528,瘋狂伏特,ワイルドボルト,Wild Charge,電,物理,90,100,15,讓電流圍繞全身，衝撞對手進行攻擊。自己也會受到少許傷害。
529,直衝鑽,ドリルライナー,Drill Run,地面,物理,80,95,10,像鑽頭一樣旋轉身體，猛烈地撞擊對手。容易擊中要害。
530,二連劈,ダブルチョップ,Dual Chop,龍,物理,-999,-999,-999,用身體的堅硬部分攻擊對手。連續２次給予傷害。
531,愛心印章,ハートスタンプ,Heart Stamp,超能力,物理,-999,-999,-999,用可愛的動作讓對手疏忽，趁機發出強烈的一擊。有時會使對手畏縮。
532,木角,ウッドホーン,Horn Leech,草,物理,75,100,10,將角刺進對手，吸取養分。可以回復給予對手傷害的一半ＨＰ。
533,聖劍,せいなるつるぎ,Sacred Sword,格鬥,物理,90,100,15,用長角斬切對手進行攻擊。可不顧對手的能力變化給予傷害。
534,貝殼刃,シェルブレード,Razor Shell,水,物理,75,95,10,用鋒利的貝殼斬切對手進行攻擊。有時會降低對手的防禦。
535,高溫重壓,ヒートスタンプ,Heat Crash,火,物理,-1,100,10,用燃燒的身體重壓對手進行攻擊。體重比對手重越多，威力越大。
536,青草攪拌器,グラスミキサー,Leaf Tornado,草,特殊,-999,-999,-999,用銳利的葉子包圍住對手進行攻擊。有時會降低對手的命中率。
537,瘋狂滾壓,ハードローラー,Steamroller,蟲,物理,-999,-999,-999,旋轉蜷縮成圓形的身體，壓扁對手。有時會使對手畏縮。
538,棉花防守,コットンガード,Cotton Guard,草,變化,0,0,10,用軟綿綿的絨毛保護自己的身體。極大幅提高自己的防禦。
539,暗黑爆破,ナイトバースト,Night Daze,惡,特殊,85,95,10,放出黑暗的衝擊波攻擊對手。有時會降低對手的命中率。
540,精神擊破,サイコブレイク,Psystrike,超能力,特殊,100,100,10,將神奇的念力波實體化後攻擊對手。給予對手物理傷害。
541,掃尾拍打,スイープビンタ,Tail Slap,一般,物理,25,85,10,將堅硬的尾巴掃向對手進行攻擊。可連續攻擊２～５次。
542,暴風,ぼうふう,Hurricane,飛行,特殊,110,70,10,用強烈的風席捲對手進行攻擊。有時會使對手混亂。
543,爆炸頭突擊,アフロブレイク,Head Charge,一般,物理,120,100,15,用帥氣的爆炸頭猛撞對手進行攻擊。自己也會受到少許傷害。
544,齒輪飛盤,ギアソーサー,Gear Grind,鋼,物理,50,85,15,向對手投擲鋼鐵齒輪進行攻擊。連續２次給予傷害。
545,火焰彈,かえんだん,Searing Shot,火,特殊,100,100,5,用熊熊烈火攻擊自己周圍所有的寶可夢。有時會讓對手陷入灼傷狀態。
546,高科技光炮,テクノバスター,Techno Blast,一般,特殊,120,100,5,向對手發射光彈。招式的屬性會隨著自己攜帶的卡帶不同而改變。
547,古老之歌,いにしえのうた,Relic Song,一般,特殊,75,100,10,唱出古老之歌，打動對手的心進行攻擊。有時會讓對手陷入睡眠狀態。
548,神秘之劍,しんぴのつるぎ,Secret Sword,格鬥,特殊,85,100,10,用長角斬切對手進行攻擊。角上擁有的神奇力量會給予對手物理傷害。
549,冰封世界,こごえるせかい,Glaciate,冰,特殊,65,95,10,放出冰凍的寒氣向對手進行攻擊。可降低對手的速度。
550,雷擊,らいげき,Bolt Strike,電,物理,130,85,5,用強大的電流圍繞身體，猛撞對手進行攻擊。有時會讓對手陷入麻痺狀態。
551,青焰,あおいほのお,Blue Flare,火,特殊,130,85,5,用美麗而激烈的青焰燃燒對手進行攻擊。有時會讓對手陷入灼傷狀態。
552,火之舞,ほのおのまい,Fiery Dance,火,特殊,80,100,10,讓火焰圍繞全身後，振翅攻擊對手。有時會提高自己的特攻。
553,冰凍伏特,フリーズボルト,Freeze Shock,冰,物理,140,90,5,製造出帶有電流的冰塊，在下一回合攻擊對手。有時會讓對手陷入麻痺狀態。
554,極寒冷焰,コールドフレア,Ice Burn,冰,特殊,140,90,5,在使用後的下一回合，用能夠凍結一切的強烈寒氣包圍對手。有時會讓對手陷入灼傷狀態。
555,大聲咆哮,バークアウト,Snarl,惡,特殊,55,95,15,沒完沒了地向對手大聲咆哮，降低對手的特攻。
556,冰柱墜擊,つららおとし,Icicle Crash,冰,物理,85,90,10,將巨大冰柱猛烈地砸向對手進行攻擊。有時會使對手畏縮。
557,Ｖ熱焰,Ｖジェネレート,V-create,火,物理,180,95,5,在前額產生灼熱的火焰，然後捨身撞擊對手。自己的防禦、特防和速度會降低。
558,交錯火焰,クロスフレイム,Fusion Flare,火,特殊,100,100,5,放出巨大的火焰攻擊對手。受到巨大的閃電影響時，招式的威力會提高。
559,交錯閃電,クロスサンダー,Fusion Bolt,電,物理,100,100,5,放出巨大的閃電攻擊對手。受到巨大的火焰影響時，招式的威力會提高。
560,飛身重壓,フライングプレス,Flying Press,格鬥,物理,100,95,10,從空中俯衝向對手進行攻擊。此招式同時具有格鬥屬性和飛行屬性。
561,掀榻榻米,たたみがえし,Mat Block,格鬥,變化,-999,-999,-999,將掀起來的榻榻米當作盾牌，防禦住攻擊我方的攻擊招式。但無法防禦住變化招式的攻擊。
562,打嗝,ゲップ,Belch,毒,特殊,120,90,10,朝著對手打嗝進行攻擊。沒吃下樹果時無法使用。
563,耕地,たがやす,Rototiller,地面,變化,-999,-999,-999,耕耘土地，讓草木更容易成長。可提高草屬性寶可夢的攻擊和特攻。
564,黏黏網,ねばねばネット,Sticky Web,蟲,變化,0,0,20,在對手周圍撒下黏黏的網，降低替換出場的對手的速度。
565,致命針刺,とどめばり,Fell Stinger,蟲,物理,50,100,25,使用此招式打倒對手時，自己的攻擊會極大幅提高。
566,潛靈奇襲,ゴーストダイブ,Phantom Force,幽靈,物理,90,100,10,使用後的第１回合消失到某處，並於第２回合攻擊對手。可不顧對手的守護進行攻擊。
567,萬聖夜,ハロウィン,Trick-or-Treat,幽靈,變化,0,100,20,邀請對手參加萬聖夜。讓對手追加幽靈屬性。
568,戰吼,おたけび,Noble Roar,一般,變化,0,100,30,發出戰吼威嚇對手，降低對手的攻擊和特攻。
569,等離子浴,プラズマシャワー,Ion Deluge,電,變化,-999,-999,-999,讓帶電粒子擴散開來，使一般屬性的招式變成電屬性。
570,拋物面充電,パラボラチャージ,Parabolic Charge,電,特殊,65,100,20,攻擊自己周圍所有的寶可夢。可以回復給予傷害的一半ＨＰ。
571,森林詛咒,もりののろい,Forest’s Curse,草,變化,0,100,20,向對手施加森林詛咒。中了詛咒的對手會被追加草屬性。
572,落英繽紛,はなふぶき,Petal Blizzard,草,物理,90,100,15,猛烈地刮起飛雪般的落花，攻擊周圍所有的寶可夢。
573,冷凍乾燥,フリーズドライ,Freeze-Dry,冰,特殊,70,100,20,急速冷凍對手，有時會讓對手陷入冰凍狀態。對水屬性寶可夢也是效果絕佳。
574,魅惑之聲,チャームボイス,Disarming Voice,妖精,特殊,40,0,15,發出迷人的叫聲，給予對手精神上的傷害。攻擊必定會命中。
575,拋下狠話,すてゼリフ,Parting Shot,惡,變化,0,100,20,拋下狠話恐嚇對手，降低對手的攻擊和特攻後，和後備寶可夢進行替換。
576,顛倒,ひっくりかえす,Topsy-Turvy,惡,變化,0,0,20,讓對手身上所有的能力變化顛倒過來，變成和原來相反的狀態。
577,吸取之吻,ドレインキッス,Draining Kiss,妖精,特殊,50,100,10,親吻對手來吸取對手的ＨＰ。可以回復給予對手傷害的一半以上的ＨＰ。
578,戲法防守,トリックガード,Crafty Shield,妖精,變化,-999,-999,-999,使用神奇的力量防禦住攻擊我方的變化招式。但無法防禦住攻擊招式的攻擊。
579,鮮花防守,フラワーガード,Flower Shield,妖精,變化,-999,-999,-999,使用神奇的力量，提高場上全體草屬性寶可夢的防禦。
580,青草場地,グラスフィールド,Grassy Terrain,草,變化,0,0,10,在５回合內將腳下變成青草場地。地面上的寶可夢每回合都會回復ＨＰ。草屬性招式的威力會提高。
581,薄霧場地,ミストフィールド,Misty Terrain,妖精,變化,0,0,10,在５回合內，地面上的寶可夢不會陷入異常狀態。龍屬性招式的傷害也會減半。
582,輸電,そうでん,Electrify,電,變化,0,0,20,如果在對手使用招式前輸電，該回合對手的招式會變成電屬性。
583,嬉鬧,じゃれつく,Play Rough,妖精,物理,90,90,10,在和對手嬉鬧的同時進行攻擊。有時會降低對手的攻擊。
584,妖精之風,ようせいのかぜ,Fairy Wind,妖精,特殊,40,100,30,刮起妖精之風，吹向對手進行攻擊。
585,月亮之力,ムーンフォース,Moonblast,妖精,特殊,95,100,15,借用月亮的力量攻擊對手。有時會降低對手的特攻。
586,爆音波,ばくおんぱ,Boomburst,一般,特殊,140,100,10,利用震耳欲聾的爆炸聲所產生的破壞力，攻擊自己周圍所有的寶可夢。
587,妖精之鎖,フェアリーロック,Fairy Lock,妖精,變化,0,0,10,封鎖對戰場地，下一回合所有的寶可夢都無法逃走。
588,王者盾牌,キングシールド,King’s Shield,鋼,變化,0,0,10,防禦來自對手的攻擊，同時讓自己變形成盾牌型態。讓接觸到自己的對手攻擊降低。
589,和睦相處,なかよくする,Play Nice,一般,變化,0,0,20,和對手和睦相處，讓對手失去戰鬥意志，降低對手的攻擊。
590,密語,ないしょばなし,Confide,一般,變化,0,0,20,向對手低聲密語，使對手失去集中力，降低對手的特攻。
591,鑽石風暴,ダイヤストーム,Diamond Storm,岩石,物理,100,95,5,吹起鑽石風暴給予對手傷害。有時會大幅提高自己的防禦。
592,蒸汽爆炸,スチームバースト,Steam Eruption,水,特殊,110,95,5,將超高溫的蒸汽噴向對手。有時會讓對手陷入灼傷狀態。
593,異次元洞,いじげんホール,Hyperspace Hole,超能力,特殊,80,0,5,利用異次元洞，突然出現在對手的側面進行攻擊。可避開對手的守住和看穿等招式。
594,飛水手裡劍,みずしゅりけん,Water Shuriken,水,特殊,15,100,20,射出用黏液製成的手裡劍，連續攻擊２～５次。必定能夠發動先制攻擊。
595,魔法火焰,マジカルフレイム,Mystical Fire,火,特殊,75,100,10,從口中吐出特別灼熱的火焰進行攻擊。可降低對手的特攻。
596,尖刺防守,ニードルガード,Spiky Shield,草,變化,0,0,10,防禦來自對手的攻擊，同時削減接觸到自己的對手的ＨＰ。
597,芳香薄霧,アロマミスト,Aromatic Mist,妖精,變化,0,0,20,利用神奇的芳香，提高我方寶可夢的特防。
598,怪異電波,かいでんぱ,Eerie Impulse,電,變化,0,100,15,從身體發出怪異電波影響對手，大幅降低對手的特攻。
599,毒液陷阱,ベノムトラップ,Venom Drench,毒,變化,-999,-999,-999,向對手發射特殊的毒液。陷入中毒狀態的對手攻擊、特攻和速度會降低。
600,粉塵,ふんじん,Powder,蟲,變化,-999,-999,-999,被撒到粉塵的對手使用火屬性招式時，會發生爆炸並受到傷害。
601,大地掌控,ジオコントロール,Geomancy,妖精,變化,0,0,10,使用後的第１回合吸收能量，並於第２回合大幅提高自己的特攻、特防和速度。
602,磁場操控,じばそうさ,Magnetic Flux,電,變化,0,0,20,操控磁場，提高特性是正電和負電的寶可夢的防禦和特防。
603,歡樂時光,ハッピータイム,Happy Hour,一般,變化,0,0,30,使用歡樂時光後，戰鬥結束時獲得的錢會加倍。
604,電氣場地,エレキフィールド,Electric Terrain,電,變化,0,0,10,在５回合內將腳下變成電氣場地。地面上的寶可夢將不會陷入睡眠狀態。電屬性招式的威力會提高。
605,魔法閃耀,マジカルシャイン,Dazzling Gleam,妖精,特殊,80,100,10,發出強烈的閃光，給予對手傷害。
606,慶祝,おいわい,Celebrate,一般,變化,0,0,40,寶可夢會為了非常開心的你而慶祝。
607,牽手,てをつなぐ,Hold Hands,一般,變化,0,0,40,我方的寶可夢手牽手。心情會變得非常幸福。
608,圓瞳,つぶらなひとみ,Baby-Doll Eyes,妖精,變化,0,100,30,用圓圓的眼睛凝視對手，降低對手的攻擊。必定能夠發動先制攻擊。
609,蹭蹭臉頰,ほっぺすりすり,Nuzzle,電,物理,20,100,20,用帶電的臉頰磨蹭對手進行攻擊。能讓對手陷入麻痺狀態。
610,手下留情,てかげん,Hold Back,一般,物理,40,100,40,在攻擊的時候手下留情，讓對手的ＨＰ一定會剩下１。
611,死纏爛打,まとわりつく,Infestation,蟲,特殊,20,100,20,在４～５回合內死纏爛打地進行攻擊。在此期間對手將無法逃走。
612,增強拳,グロウパンチ,Power-Up Punch,格鬥,物理,-999,-999,-999,反覆出拳擊打對手，使自己的拳頭慢慢變硬。命中對手時會提高自己的攻擊。
613,死亡之翼,デスウイング,Oblivion Wing,飛行,特殊,80,100,10,從鎖定的對手身上吸取ＨＰ。可以回復給予對手傷害的一半以上的ＨＰ。
614,千箭齊發,サウザンアロー,Thousand Arrows,地面,物理,90,100,10,能夠命中飄浮在空中的寶可夢。飄浮在空中的對手會被擊落掉到地面。
615,千波激盪,サウザンウェーブ,Thousand Waves,地面,物理,90,100,10,化成波浪從地面進行攻擊。被捲入波浪中的對手將無法從戰鬥中逃走。
616,大地神力,グランドフォース,Land’s Wrath,地面,物理,90,100,10,聚集大地的能量後，將力量集中攻擊對手給予傷害。
